sweep_id,pdb_id_id,wavelength,MR_success,TFZ,LLG,PAK,mr_reso,mr_sg,mr_sg_no,RMSD,VRMS,eLLG,tncs,model_pdb,seq_ident,model_res,anomalousCC,IoverSigma,completeness,diffI,RmergeI,lowreslimit,RpimI,multiplicity,RmeasdiffI,anomalousslope,diffF,wilsonbfactor,RmeasI,highreslimit,RpimdiffI,anomalousmulti,RmergediffI,totalobservations,anomalouscompl,cchalf,totalunique
217,676,0.9763,1.00,20.90,351.00,0.00,2.52,P3221,154,0.71,1.18,"1,654.40",0.00,4OTH,77.71,1.80,-0.3481,5.95,100.00,0.000,0.1366,59.08,0.0676,4.98,0.1573,0.657,0.000,66.63,0.1530,2.52,0.0925,2.71,0.1263,"87,001",98.65,0.9930,"17,486"
1282,684,0.9790,0.00,5.40,21.00,9.00,1.89,P3121,152,1.04,1.94,388.60,0.00,3CRJ,20.21,2.60,0.6923,15.70,99.23,2.579,0.0856,37.89,0.0267,9.87,0.0736,1.148,0.184,32.31,0.0900,1.89,0.0299,5.25,0.0668,"164,264",98.78,0.9966,"16,651"
239,685,0.9173,1.00,25.50,375.00,1.00,2.31,I213,199,0.81,1.22,"1,977.20",0.00,3PUA,60.70,1.89,0.1428,17.55,99.99,0.000,0.0789,107.32,0.0225,12.72,0.0819,0.963,0.000,46.67,0.0821,2.31,0.0312,6.58,0.0756,"325,670",99.99,0.9985,"25,597"
297,689,0.9792,0.00,3.90,16.00,3.00,1.81,P1211,4,0.90,1.90,370.70,0.00,3FKF,27.86,2.20,0.6873,9.05,95.94,1.255,0.0585,37.56,0.0384,3.23,0.0500,0.901,0.098,34.75,0.0702,1.81,0.0349,1.67,0.0357,"34,691",94.43,0.9974,"10,743"
298,689,0.9116,0.00,3.90,16.00,3.00,1.81,P1211,4,0.90,1.90,370.70,0.00,3FKF,27.86,2.20,0.4979,12.80,99.96,1.436,0.0666,37.56,0.0228,5.94,0.0633,0.936,0.094,34.01,0.0706,1.81,0.0280,3.06,0.0564,"66,517",99.06,0.9993,"11,198"
263,698,0.9796,1.00,17.40,176.00,2.00,1.97,P43212,96,0.81,1.11,902.70,0.00,1UI0,54.59,1.50,0.1196,8.63,100.00,1.154,0.1025,43.12,0.0448,6.04,0.1093,0.855,0.117,31.63,0.1122,1.97,0.0591,3.31,0.0915,"107,368",99.79,0.9982,"17,762"
264,698,1.0000,1.00,17.40,176.00,2.00,1.97,P43212,96,0.81,1.11,902.70,0.00,1UI0,54.59,1.50,-0.0209,11.93,100.00,1.178,0.1182,43.12,0.0300,13.04,0.1222,0.734,0.091,27.26,0.1221,1.77,0.0402,7.07,0.1151,"317,083",99.97,0.9985,"24,318"
265,698,0.9794,1.00,17.40,176.00,2.00,1.97,P43212,96,0.81,1.11,902.70,0.00,1UI0,54.59,1.50,0.2820,8.56,100.00,1.299,0.1225,43.19,0.0499,6.82,0.1252,0.865,0.133,34.08,0.1326,1.98,0.0643,3.73,0.1071,"119,593",99.99,0.9979,"17,523"
831,70,0.9050,1.00,29.70,"1,176.00",1.00,1.83,C121,5,0.53,0.53,"3,875.70",0.00,2EU9,100.00,1.53,-0.2028,6.38,98.73,0.000,0.2359,50.82,0.0916,7.67,0.2596,0.672,0.000,0.64,0.2537,1.83,0.1303,3.93,0.2231,"268,311",98.13,0.9665,"34,993"
305,707,0.9795,1.00,17.60,173.00,3.00,2.05,P41212,92,1.02,1.13,514.00,0.00,5A46,37.63,2.63,-0.1705,13.30,100.00,0.000,0.1207,59.50,0.0319,14.62,0.1257,0.854,0.000,28.45,0.1250,2.05,0.0430,8.02,0.1179,"307,026",99.73,0.9987,"21,007"
130,713,0.9794,0.00,5.70,24.00,10.00,1.57,P3121,152,1.08,2.13,581.70,0.00,3LJX,27.35,2.30,0.7300,12.61,100.00,1.814,0.0894,34.88,0.0354,6.91,0.0735,1.371,0.106,20.62,0.0964,1.57,0.0373,3.64,0.0630,"344,137",99.24,0.9979,"49,820"
131,713,0.9116,0.00,5.70,24.00,10.00,1.57,P3121,152,1.08,2.13,581.70,0.00,3LJX,27.35,2.30,0.5603,14.09,100.00,1.318,0.0695,41.55,0.0205,8.91,0.0674,1.036,0.075,20.92,0.0726,1.51,0.0262,4.68,0.0618,"498,361",99.84,0.9992,"55,902"
132,713,0.9793,0.00,5.70,24.00,10.00,1.57,P3121,152,1.08,2.13,581.70,0.00,3LJX,27.35,2.30,0.6314,13.44,98.94,1.556,0.0777,34.89,0.0312,6.17,0.0680,1.356,0.094,19.87,0.0839,1.64,0.0347,3.32,0.0582,"267,377",94.38,0.9985,"43,306"
225,721,0.9793,0.00,5.40,28.00,2.00,1.53,C121,5,1.12,2.11,428.50,0.00,3GMS,23.15,1.76,-0.4889,5.01,87.53,0.668,0.1219,44.28,0.0753,3.40,0.1551,0.595,0.132,12.46,0.1437,1.53,0.1096,1.84,0.1097,"143,286",78.63,0.9882,"42,159"
226,721,0.9184,0.00,5.40,28.00,2.00,1.53,C121,5,1.12,2.11,428.50,0.00,3GMS,23.15,1.76,-0.3859,4.62,93.63,0.704,0.1165,44.31,0.0720,3.40,0.1432,0.609,0.140,14.38,0.1374,1.52,0.1012,1.83,0.1013,"156,678",85.23,0.9908,"46,018"
227,721,0.9786,0.00,5.40,28.00,2.00,1.53,C121,5,1.12,2.11,428.50,0.00,3GMS,23.15,1.76,-0.3561,4.94,91.58,0.767,0.1319,44.24,0.0820,3.44,0.1621,0.665,0.146,15.16,0.1558,1.57,0.1146,1.84,0.1147,"140,183",83.73,0.9862,"40,805"
741,73,0.9245,1.00,34.60,768.00,0.00,1.49,P212121,19,0.62,0.68,632.90,0.00,2AKZ,83.37,1.36,-0.1280,15.02,90.92,0.000,0.0896,53.10,0.0255,12.79,0.0936,0.815,0.000,13.17,0.0933,1.49,0.0354,6.62,0.0864,"2,044,282",90.43,0.9946,"159,873"
363,735,0.9763,0.00,5.90,30.00,4.00,2.29,P43212,96,1.18,2.16,435.20,0.00,1WAK,36.04,1.73,-0.0247,19.53,100.00,0.000,0.0844,73.33,0.0197,16.86,0.0869,0.847,0.000,53.69,0.0867,2.29,0.0268,9.11,0.0826,"419,927",99.83,0.9996,"24,910"
234,736,1.0121,0.00,6.10,60.00,7.00,2.59,C121,5,1.03,1.47,370.10,0.00,5TE0,36.73,1.90,-0.2351,4.95,99.39,0.000,0.1600,81.04,0.1008,3.42,0.1879,0.806,0.000,44.66,0.1897,2.59,0.1313,1.83,0.1342,"49,871",95.21,0.9793,"14,600"
218,754,0.9791,1.00,37.90,"1,302.00",0.00,1.66,P41212,92,0.76,0.81,"2,119.80",0.00,4ONZ,65.07,1.85,0.4992,15.48,100.00,1.547,0.1090,50.75,0.0300,13.72,0.1078,1.158,0.104,16.10,0.1132,1.66,0.0391,7.42,0.1003,"627,778",99.88,0.9990,"45,745"
338,758,0.9795,1.00,14.80,199.00,0.00,2.36,P212121,19,1.15,0.51,23.70,0.00,3HBK,54.70,2.36,0.0047,10.86,99.95,1.426,0.1131,87.64,0.0686,3.65,0.1282,0.896,0.168,20.95,0.1327,2.36,0.0871,1.95,0.0936,"162,661",96.54,0.9938,"44,556"
339,758,0.9184,1.00,14.80,199.00,0.00,2.36,P212121,19,1.15,0.51,23.70,0.00,3HBK,54.70,2.36,0.0161,10.74,99.93,1.486,0.1281,74.55,0.0778,3.64,0.1442,0.938,0.183,21.21,0.1504,2.45,0.0982,1.95,0.1052,"145,315",96.85,0.9912,"39,874"
340,758,0.9793,1.00,14.80,199.00,0.00,2.36,P212121,19,1.15,0.51,23.70,0.00,3HBK,54.70,2.36,0.0963,11.10,99.93,1.481,0.1282,74.56,0.0782,3.62,0.1408,0.992,0.184,23.14,0.1506,2.46,0.0960,1.94,0.1025,"142,860",96.42,0.9914,"39,412"
126,759,1.0000,1.00,15.80,354.00,3.00,1.65,C121,5,0.78,0.97,"1,107.90",0.00,1YMT,58.54,1.20,-0.0484,11.57,91.70,0.000,0.0872,43.99,0.0366,6.25,0.0958,0.732,0.000,23.12,0.0948,1.65,0.0504,3.22,0.0812,"213,967",90.97,0.9940,"34,222"
72,762,0.9792,1.00,27.50,487.00,1.00,1.95,P61,169,0.95,0.43,78.20,0.00,3HBZ,46.90,2.05,0.6763,13.32,99.93,1.730,0.0841,52.10,0.0327,7.49,0.0763,1.164,0.102,40.27,0.0903,1.95,0.0384,3.85,0.0658,"648,625",98.74,0.9986,"86,603"
518,765,0.9797,0.00,5.50,22.00,5.00,2.29,P6522,179,1.13,1.79,236.50,0.00,2ZJR,23.53,2.91,-0.0677,8.38,99.98,1.434,0.1762,61.23,0.0535,11.79,0.1847,0.801,0.148,50.49,0.1845,2.29,0.0717,6.57,0.1700,"146,494",99.72,0.9952,"12,425"
519,765,0.9184,0.00,5.50,22.00,5.00,2.29,P6522,179,1.13,1.79,236.50,0.00,2ZJR,23.53,2.91,-0.0269,8.09,99.98,1.497,0.1922,61.27,0.0580,11.93,0.2010,0.807,0.157,50.93,0.2011,2.31,0.0776,6.66,0.1851,"144,717",99.68,0.9903,"12,126"
520,765,0.9790,0.00,5.50,22.00,5.00,2.29,P6522,179,1.13,1.79,236.50,0.00,2ZJR,23.53,2.91,0.0272,8.44,100.00,1.468,0.1787,61.35,0.0539,11.75,0.1863,0.807,0.153,52.64,0.1870,2.41,0.0722,6.59,0.1715,"126,198",99.81,0.9980,"10,738"
430,768,0.9796,0.00,5.10,20.00,6.00,1.63,P212121,19,1.05,2.10,450.10,0.00,2OM6,28.38,2.20,0.7052,25.66,64.18,1.961,0.0538,49.11,0.0225,5.66,0.0425,1.871,0.078,18.05,0.0585,1.63,0.0223,3.16,0.0360,"118,516",56.98,0.9990,"20,923"
431,768,0.9773,0.00,5.10,20.00,6.00,1.63,P212121,19,1.05,2.10,450.10,0.00,2OM6,28.38,2.20,0.3694,13.37,99.30,1.167,0.0442,51.59,0.0245,3.77,0.0429,0.936,0.085,18.73,0.0507,1.50,0.0272,1.99,0.0328,"156,569",98.57,0.9984,"41,531"
708,77,0.9794,0.00,5.10,16.00,0.00,1.59,P1,1,0.96,2.04,384.80,0.00,4ES6,33.61,2.22,0.1936,6.71,94.93,0.847,0.0904,38.56,0.0629,2.85,0.1098,0.791,0.122,14.80,0.1107,1.59,0.0744,1.62,0.0804,"211,905",72.31,0.9933,"74,368"
709,77,0.9184,0.00,5.10,16.00,0.00,1.59,P1,1,0.96,2.04,384.80,0.00,4ES6,33.61,2.22,0.0673,6.73,96.62,0.715,0.0726,38.05,0.0507,2.93,0.0906,0.688,0.113,13.72,0.0890,1.59,0.0618,1.64,0.0660,"222,011",76.22,0.9968,"75,696"
710,77,0.9793,0.00,5.10,16.00,0.00,1.59,P1,1,0.96,2.04,384.80,0.00,4ES6,33.61,2.22,0.0000,5.75,96.16,0.791,0.0681,38.54,0.0681,1.98,0.0986,0.775,0.121,13.66,0.0963,1.56,0.0697,1.11,0.0697,"157,642",74.73,0.9942,"79,748"
755,773,0.9796,1.00,14.00,199.00,0.00,1.82,P1211,4,1.05,0.83,121.00,0.00,3EUR,68.31,1.30,-0.2478,6.68,95.85,0.704,0.0813,45.85,0.0533,3.19,0.1032,0.558,0.110,27.21,0.0977,1.82,0.0705,1.70,0.0751,"80,952",88.63,0.9955,"25,411"
756,773,0.9184,1.00,14.00,199.00,0.00,1.82,P1211,4,1.05,0.83,121.00,0.00,3EUR,68.31,1.30,-0.2105,6.68,95.75,0.656,0.0728,40.66,0.0474,3.19,0.0924,0.542,0.100,26.22,0.0873,1.77,0.0631,1.70,0.0673,"86,497",88.60,0.9964,"27,140"
757,773,0.9795,1.00,14.00,199.00,0.00,1.82,P1211,4,1.05,0.83,121.00,0.00,3EUR,68.31,1.30,-0.1132,6.41,95.61,0.755,0.1058,45.51,0.0695,3.19,0.1288,0.584,0.161,26.06,0.1272,1.99,0.0888,1.70,0.0930,"60,051",88.83,0.9944,"18,842"
441,774,0.9795,1.00,15.60,137.00,7.00,2.09,I213,199,0.98,1.56,"1,268.80",0.00,2YU1,41.48,2.70,-0.1474,14.92,100.00,0.000,0.4264,52.99,0.0675,41.99,0.4368,0.639,0.000,42.14,0.4318,2.09,0.0953,21.66,0.4262,"1,392,204",99.98,0.9994,"33,152"
1184,775,0.9798,0.00,3.60,48.00,5.00,2.19,P1211,4,1.17,1.00,13.50,1.00,3O5Y,21.88,2.45,0.2383,10.25,99.87,1.320,0.0662,48.60,0.0394,3.82,0.0699,0.978,0.109,44.63,0.0771,2.19,0.0479,1.98,0.0507,"107,837",96.20,0.9986,"28,247"
1185,775,0.9184,0.00,3.60,48.00,5.00,2.19,P1211,4,1.17,1.00,13.50,1.00,3O5Y,21.88,2.45,-0.0311,10.61,99.91,1.189,0.0596,44.46,0.0355,3.82,0.0675,0.915,0.107,44.80,0.0695,2.22,0.0463,1.98,0.0489,"103,698",96.87,0.9989,"27,136"
1092,777,0.9794,0.00,6.20,37.00,0.00,1.15,P41212,92,1.09,1.78,261.60,0.00,1GUI,21.19,1.90,0.4054,10.56,99.92,1.573,0.1100,46.18,0.0403,8.09,0.1098,1.020,0.131,9.79,0.1174,1.15,0.0515,4.33,0.0967,"860,423",97.94,0.9988,"106,382"
1093,777,0.9184,0.00,6.20,37.00,0.00,1.15,P41212,92,1.09,1.78,261.60,0.00,1GUI,21.19,1.90,0.4265,10.43,100.00,1.589,0.1052,50.47,0.0381,8.34,0.1045,1.021,0.125,9.36,0.1121,1.10,0.0487,4.43,0.0923,"1,013,300",99.39,0.9989,"121,502"
1094,777,0.9790,0.00,6.20,37.00,0.00,1.15,P41212,92,1.09,1.78,261.60,0.00,1GUI,21.19,1.90,0.5601,9.44,100.00,1.656,0.1188,46.20,0.0481,6.78,0.1121,1.036,0.156,9.73,0.1285,1.17,0.0574,3.62,0.0957,"686,850",98.82,0.9984,"101,233"
547,788,0.9794,0.00,4.60,20.00,1.00,2.08,P212121,19,1.16,1.79,344.30,0.00,2TLX,18.39,1.65,-0.0794,5.62,96.64,1.130,0.9245,40.15,0.5904,3.31,1.1709,0.514,1.109,-23.87,1.1053,2.08,0.7807,1.83,0.8671,"66,114",90.33,0.0001,"19,987"
548,788,0.9795,0.00,4.60,20.00,1.00,2.08,P212121,19,1.16,1.79,344.30,0.00,2TLX,18.39,1.65,0.0163,5.78,97.12,0.625,0.2932,35.43,0.1830,3.33,0.3421,0.424,0.336,-29.68,0.3479,2.46,0.2237,1.86,0.2568,"40,919",91.48,0.8430,"12,287"
549,788,0.9184,0.00,4.60,20.00,1.00,2.08,P212121,19,1.16,1.79,344.30,0.00,2TLX,18.39,1.65,0.0170,5.21,97.20,0.622,0.2912,34.80,0.1789,3.37,0.3435,0.399,0.330,-28.70,0.3440,2.53,0.2238,1.87,0.2585,"38,173",92.85,0.8490,"11,315"
432,789,0.9795,0.00,5.40,44.00,5.00,2.12,C121,5,1.03,1.09,89.40,0.00,1KOB,44.18,2.30,-0.0899,8.08,68.44,0.000,0.0913,45.24,0.0595,2.82,0.1030,0.879,0.000,34.03,0.1095,2.12,0.0717,1.67,0.0737,"96,013",49.62,0.9861,"34,049"
534,790,0.9763,1.00,55.30,"2,145.00",0.00,1.68,P212121,19,0.61,0.63,706.20,0.00,3AVR,92.80,1.80,0.0115,10.56,100.00,0.000,0.0816,118.24,0.0347,6.38,0.0883,0.906,0.000,25.19,0.0888,1.68,0.0470,3.31,0.0743,"861,844",99.54,0.9958,"135,012"
358,791,0.9795,0.00,8.20,34.00,8.00,1.76,P4332,212,0.53,1.72,"3,118.00",0.00,2RMN,81.73,0.00,0.2225,16.19,100.00,0.000,0.1087,63.70,0.0305,13.32,0.1111,0.991,0.000,19.88,0.1130,1.76,0.0410,7.23,0.1032,"312,010",100.00,0.9987,"23,426"
964,798,0.9796,1.00,23.60,383.00,0.00,2.43,P3121,152,0.97,1.18,"1,143.10",0.00,1Q8Y,54.93,2.05,0.0121,7.24,98.24,0.000,0.2218,55.12,0.0891,6.81,0.2411,0.851,0.000,5.12,0.2398,2.43,0.1192,3.73,0.2081,"163,654",89.54,0.9723,"24,015"
51,799,0.9763,1.00,13.90,117.00,9.00,2.18,P4122,91,1.05,1.47,574.50,0.00,2X4F,37.46,2.67,-0.0733,14.33,99.44,0.000,0.1624,83.52,0.0316,22.27,0.1661,0.842,0.000,31.89,0.1657,2.18,0.0429,12.17,0.1601,"487,953",96.97,0.9986,"21,909"
506,800,0.9795,0.00,4.80,21.00,4.00,1.74,C2221,20,0.50,1.24,447.90,0.00,1FLI,85.71,0.00,-0.3977,14.07,89.35,0.000,0.0310,39.48,0.0190,3.42,0.0362,0.777,0.000,41.52,0.0366,1.74,0.0241,1.91,0.0268,"56,852",79.75,0.9974,"16,606"
388,806,0.9794,0.00,6.00,32.00,0.00,2.32,C2221,20,1.08,1.12,44.10,0.00,5GP9,22.51,1.75,0.5807,8.67,99.59,1.469,0.0856,41.98,0.0479,4.09,0.0815,0.969,0.124,47.65,0.0983,2.32,0.0530,2.15,0.0615,"93,236",99.49,0.9977,"22,784"
389,806,0.9184,0.00,6.00,32.00,0.00,2.32,C2221,20,1.08,1.12,44.10,0.00,5GP9,22.51,1.75,0.3775,8.58,99.55,1.368,0.0818,33.45,0.0459,4.10,0.0833,0.918,0.122,47.50,0.0940,2.32,0.0543,2.16,0.0628,"93,315",99.44,0.9983,"22,772"
390,806,0.9792,0.00,6.00,32.00,0.00,2.32,C2221,20,1.08,1.12,44.10,0.00,5GP9,22.51,1.75,0.4338,9.94,99.42,1.516,0.1049,34.58,0.0595,4.06,0.1055,1.025,0.149,51.42,0.1209,2.64,0.0690,2.15,0.0794,"62,188",99.26,0.9970,"15,309"
192,812,0.9686,1.00,18.10,258.00,0.00,1.94,P212121,19,0.78,1.21,"1,821.30",0.00,1UNL,59.45,2.20,-0.0504,10.87,98.38,0.000,0.0576,53.69,0.0324,3.87,0.0658,0.858,0.000,35.82,0.0665,1.94,0.0415,2.12,0.0506,"111,900",91.72,0.9981,"28,882"
372,815,0.9763,1.00,14.70,508.00,1.00,1.90,P1211,4,0.82,0.82,"1,111.40",0.00,3COI,60.97,2.09,-0.1922,14.54,99.49,0.000,0.0638,58.94,0.0245,7.63,0.0696,0.841,0.000,33.26,0.0685,1.90,0.0345,3.91,0.0602,"219,891",98.29,0.9993,"28,821"
1277,824,1.4856,1.00,58.40,"4,083.00",0.00,2.57,H32,155,0.48,0.13,"2,562.00",0.00,4C5W,100.00,1.70,0.1558,15.41,60.75,1.013,0.0758,45.26,0.0311,5.66,0.0788,1.086,0.082,11.07,0.0824,2.57,0.0394,3.23,0.0677,"50,671",50.63,0.9952,"8,960"
1278,824,1.4938,1.00,58.40,"4,083.00",0.00,2.57,H32,155,0.48,0.13,"2,562.00",0.00,4C5W,100.00,1.70,-0.0248,16.07,66.47,0.845,0.0733,53.62,0.0289,5.87,0.0785,0.922,0.069,10.83,0.0792,2.57,0.0382,3.33,0.0681,"57,355",56.26,0.9957,"9,775"
1279,824,0.9790,1.00,58.40,"4,083.00",0.00,2.57,H32,155,0.48,0.13,"2,562.00",0.00,4C5W,100.00,1.70,0.0069,10.12,99.55,1.209,0.1418,68.84,0.0459,9.93,0.1487,0.977,0.118,15.22,0.1492,1.67,0.0632,5.16,0.1343,"523,051",98.69,0.9962,"52,680"
1201,829,0.9794,0.00,4.90,19.00,9.00,2.64,P3221,154,0.95,2.04,599.30,0.00,2TLX,24.26,1.65,0.5378,21.44,99.52,1.376,0.0414,49.94,0.0198,5.39,0.0409,1.043,0.062,82.44,0.0460,2.64,0.0238,2.91,0.0330,"41,274",99.28,0.9994,"7,663"
1202,829,0.9184,0.00,4.90,19.00,9.00,2.64,P3221,154,0.95,2.04,599.30,0.00,2TLX,24.26,1.65,0.6265,20.73,98.86,1.468,0.0434,49.93,0.0206,5.40,0.0410,1.056,0.067,84.46,0.0482,2.62,0.0239,2.91,0.0331,"42,065",98.96,0.9992,"7,786"
1203,829,0.9790,0.00,4.90,19.00,9.00,2.64,P3221,154,0.95,2.04,599.30,0.00,2TLX,24.26,1.65,0.7876,21.79,99.49,1.780,0.0479,49.98,0.0229,5.38,0.0399,1.140,0.074,81.45,0.0533,2.70,0.0233,2.91,0.0322,"38,636",99.27,0.9989,"7,182"
1272,830,0.9795,1.00,11.80,115.00,4.00,1.76,P212121,19,0.92,1.38,986.90,0.00,4BBM,48.46,2.00,-0.1649,9.74,87.22,0.000,0.1596,102.92,0.0398,13.85,0.1664,0.778,0.000,19.88,0.1648,1.76,0.0547,7.49,0.1568,"429,076",83.05,0.9901,"30,980"
4,835,0.9793,1.00,10.90,88.00,0.00,2.06,P63,173,1.11,1.12,102.60,0.00,4K4K,21.64,1.67,0.5968,9.89,99.69,1.787,0.1279,153.11,0.0491,7.68,0.1173,1.088,0.129,43.77,0.1371,2.06,0.0585,3.96,0.1013,"437,733",99.54,0.9965,"56,964"
108,840,0.9792,0.00,7.90,41.00,0.00,1.93,P61,169,1.10,1.10,54.00,0.00,3NPG,22.13,2.70,0.4976,13.35,100.00,1.302,0.0753,47.07,0.0246,7.33,0.0727,1.056,0.085,36.59,0.0796,1.93,0.0310,3.79,0.0650,"344,000",97.13,0.9984,"46,912"
351,845,0.9999,0.00,5.60,38.00,2.00,2.08,H32,155,1.08,1.43,195.00,0.00,2RGQ,19.26,1.80,-0.1579,11.37,98.91,0.000,0.1198,45.62,0.0379,10.50,0.1262,0.773,0.000,28.43,0.1259,2.08,0.0510,5.71,0.1152,"152,788",98.74,0.9977,"14,557"
499,846,0.9792,0.00,5.60,21.00,0.00,1.30,C2221,20,1.23,2.10,342.30,0.00,2TLX,18.99,1.65,0.7273,11.21,98.04,1.605,0.0845,40.74,0.0371,5.48,0.0689,1.281,0.110,10.36,0.0925,1.30,0.0381,2.88,0.0571,"774,685",93.33,0.9980,"141,348"
161,848,0.9792,0.00,5.10,30.00,5.00,1.61,P212121,19,1.12,2.09,493.10,0.00,4HTL,28.12,1.64,0.6916,11.60,97.98,1.727,0.0864,53.03,0.0441,4.79,0.0727,1.246,0.120,17.77,0.0974,1.61,0.0449,2.52,0.0568,"231,056",97.55,0.9970,"48,218"
1329,85,0.9794,0.00,4.80,17.00,8.00,1.47,P212121,19,0.97,1.65,222.00,0.00,4FTF,24.44,1.48,0.0518,6.49,96.58,0.909,0.0908,35.02,0.0545,3.25,0.1008,0.767,0.124,12.08,0.1064,1.47,0.0665,1.80,0.0753,"56,920",89.23,0.9964,"17,511"
1330,85,0.9184,0.00,4.80,17.00,8.00,1.47,P212121,19,0.97,1.65,222.00,0.00,4FTF,24.44,1.48,-0.0767,6.27,97.60,0.875,0.0907,35.03,0.0542,3.31,0.1034,0.714,0.124,12.20,0.1062,1.46,0.0682,1.82,0.0773,"59,734",91.65,0.9968,"18,054"
1331,85,0.9793,0.00,4.80,17.00,8.00,1.47,P212121,19,0.97,1.65,222.00,0.00,4FTF,24.44,1.48,0.2877,6.41,97.90,1.026,0.1011,35.04,0.0602,3.31,0.1062,0.821,0.139,12.51,0.1182,1.48,0.0699,1.82,0.0795,"57,502",92.21,0.9955,"17,389"
1135,860,0.9795,0.00,4.00,20.00,1.00,2.24,P32,145,0.98,1.84,268.10,0.00,3IPW,41.10,1.95,-0.3793,8.70,97.36,0.000,0.0557,38.85,0.0433,2.50,0.0639,0.850,0.000,48.42,0.0709,2.24,0.0448,1.38,0.0456,"61,414",79.62,0.9879,"24,570"
436,862,0.9793,0.00,7.40,56.00,1.00,1.46,I212121,24,1.00,1.43,402.70,0.00,4R8O,26.00,2.50,-0.0686,11.05,93.61,0.904,0.0471,27.12,0.0291,3.21,0.0549,0.804,0.085,12.71,0.0556,1.46,0.0370,1.74,0.0403,"93,046",86.13,0.9987,"29,024"
437,862,0.9537,0.00,7.40,56.00,1.00,1.46,I212121,24,1.00,1.43,402.70,0.00,4R8O,26.00,2.50,-0.0169,10.91,97.33,1.019,0.0539,27.12,0.0332,3.33,0.0613,0.850,0.093,12.56,0.0636,1.48,0.0413,1.79,0.0451,"96,370",92.10,0.9980,"28,954"
438,862,0.9791,0.00,7.40,56.00,1.00,1.46,I212121,24,1.00,1.43,402.70,0.00,4R8O,26.00,2.50,-0.0077,11.66,98.31,1.053,0.0565,30.69,0.0323,3.75,0.0627,0.867,0.101,13.80,0.0653,1.54,0.0409,1.99,0.0472,"97,740",95.68,0.9987,"26,045"
634,869,0.9795,0.00,5.70,23.00,8.00,1.67,P212121,19,1.06,2.05,531.80,0.00,3IUZ,26.17,1.90,0.2971,6.44,99.19,1.239,0.1007,38.22,0.0592,3.65,0.1066,0.891,0.152,22.95,0.1175,1.67,0.0679,1.95,0.0815,"124,298",98.03,0.9959,"34,015"
635,869,0.9184,0.00,5.70,23.00,8.00,1.67,P212121,19,1.06,2.05,531.80,0.00,3IUZ,26.17,1.90,0.0662,6.37,99.82,1.167,0.0965,38.24,0.0564,3.73,0.1072,0.839,0.151,23.19,0.1123,1.66,0.0682,1.98,0.0821,"130,084",99.38,0.9968,"34,848"
636,869,0.9793,0.00,5.70,23.00,8.00,1.67,P212121,19,1.06,2.05,531.80,0.00,3IUZ,26.17,1.90,0.0579,6.47,99.81,1.259,0.1123,38.22,0.0658,3.70,0.1250,0.884,0.161,19.03,0.1309,1.71,0.0797,1.97,0.0955,"117,974",99.17,0.9953,"31,901"
1199,871,0.9786,1.00,28.70,883.00,3.00,2.14,I222,23,1.93,0.83,42.00,0.00,3IQU,66.95,1.05,0.5019,11.54,99.08,1.489,0.0873,36.20,0.0393,5.60,0.0868,1.031,0.120,33.55,0.0960,2.14,0.0480,2.97,0.0720,"92,486",98.38,0.9977,"16,523"
912,872,0.9796,0.00,5.10,13.00,8.00,2.54,P4232,208,0.46,1.58,605.20,0.00,2KT5,86.92,0.00,0.6750,18.81,100.00,1.762,0.0780,59.35,0.0259,9.83,0.0736,1.120,0.081,53.63,0.0823,2.54,0.0311,5.57,0.0666,"65,038",100.00,0.9993,"6,615"
913,872,0.9537,0.00,5.10,13.00,8.00,2.54,P4232,208,0.46,1.58,605.20,0.00,2KT5,86.92,0.00,0.6962,18.15,100.00,1.741,0.0780,45.97,0.0259,9.84,0.0735,1.086,0.082,53.86,0.0823,2.51,0.0311,5.57,0.0665,"67,102",100.00,0.9994,"6,816"
914,872,0.9794,0.00,5.10,13.00,8.00,2.54,P4232,208,0.46,1.58,605.20,0.00,2KT5,86.92,0.00,0.7853,18.82,100.00,2.103,0.0917,59.53,0.0304,9.78,0.0813,1.282,0.099,53.26,0.0968,2.60,0.0343,5.55,0.0736,"61,069",100.00,0.9991,"6,246"
191,882,0.9763,1.00,15.20,296.00,2.00,1.67,C121,5,0.80,0.96,863.00,0.00,4CSV,66.05,2.05,-0.2100,13.27,84.68,0.000,0.0585,42.89,0.0335,3.89,0.0682,0.684,0.000,18.62,0.0677,1.67,0.0447,2.12,0.0511,"108,076",74.99,0.9961,"27,818"
387,883,0.9795,1.00,15.90,140.00,1.00,2.06,P6122,178,1.08,1.44,658.80,0.00,5AHO,33.01,2.16,0.0492,15.52,100.00,0.000,0.0767,69.61,0.0229,12.10,0.0799,0.941,0.000,46.78,0.0801,2.06,0.0307,6.61,0.0737,"412,172",99.74,0.9992,"34,073"
866,884,0.9795,0.00,5.30,21.00,7.00,2.01,P3121,152,0.86,1.38,185.90,0.00,1X3O,37.97,1.50,0.6057,9.31,89.69,1.414,0.1071,37.18,0.0520,4.59,0.0964,1.027,0.156,26.70,0.1196,2.01,0.0542,2.56,0.0792,"25,953",86.58,0.9964,"5,655"
